Id,SampleEventId,InputFileId,Type,Origin,TrophicMode,TaxonomicKingdom,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,TaxonomicSpecies,SamplePooling,StatisticalPooling,SampleSize,DevelopmentStage,GutClearance,OrganismMass,OrganismMassType,OrganismMassUnits,OrganismSizeNotes,OrganismSampled,TissueSampled,CarbonMean,CarbonStdev,CarbonUnits,CarbonMethod,CarbonMethodUrl,NitrogenMean,NitrogenStdev,NitrogenUnits,NitrogenMethod,NitrogenMethodUrl,PhosphorusMean,PhosphorusStdev,PhosphorusUnits,PhosphorusMethod,PhosphorusMethodUrl,CarbonToNitrogenRatio,CarbonToPhosphorusRatio,NitrogenToPhosphorusRatio,OtherElementsReported,Isotope13C,Isotope13CStDev,Isotope15N,Isotope15NStDev,OtherIsotopesReported,Chlorophyll,ChlorophyllUnits,ResourceQuantityReported,OrganismSampleId,Notes
560,132,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,alismataceae,sagittaria,NA,NA_unknown,NA_unknown,1,NA,NA,1.94,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.65]}",whole_organism,NA,39.68,NA,percent_dm,NA,NA,3.38,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,13.69059965,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160712.QUADRAT.Q07""],""chemSubsampleID"":[""ARIK.20160712.SAGITTERIA.Q7""]}",NA
561,132,1,Bryophyte,Benthic,photoautotroph,plantae,poales,cyperaceae,schoenoplectus,acutus,NA_unknown,NA_unknown,1,NA,NA,2.41,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[2.13]}",whole_organism,NA,42.28,NA,percent_dm,NA,NA,2.96,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,16.65753656,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160712.QUADRAT.Q07""],""chemSubsampleID"":[""ARIK.20160712.SCAC3.Q7""]}","{""sample date and time"":[""2016-07-12T18:40:00""]}"
562,132,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,3.84,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[3.3]}",whole_organism,NA,38.61,NA,percent_dm,NA,NA,2.74,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,16.43299588,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160712.QUADRAT.Q07""],""chemSubsampleID"":[""ARIK.20160712.THINSWORD.Q7""]}",NA
563,132,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,4.25,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[3.17]}",whole_organism,NA,32.58,NA,percent_dm,NA,NA,2.41,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.76527479,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160712.QUADRAT.Q07""],""chemSubsampleID"":[""ARIK.20160712.UNKFERN.Q7""]}",NA
576,136,1,Bryophyte,Benthic,photoautotroph,plantae,poales,poaceae,NA,NA,NA_unknown,NA_unknown,1,NA,NA,9.9,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[9.04]}",whole_organism,NA,39.28,NA,percent_dm,NA,NA,1.36,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,33.68217114,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150324.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20150324.POACEAE1.Q8""]}",NA
577,136,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,5.75,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[4.63]}",whole_organism,NA,38.11,NA,percent_dm,NA,NA,4.16,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,10.68348945,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150324.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20150324.UNKFERN.Q8""]}",NA
578,137,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,41.46,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[36.56]}",whole_organism,NA,40.39,NA,percent_dm,NA,NA,1.76,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,26.76262402,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20150713.SPEAR.Q8""]}",NA
579,137,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,2.96,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[2.61]}",whole_organism,NA,39.89,NA,percent_dm,NA,NA,1.82,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,25.55995917,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20150713.TRIANGLESEDGE.Q8""]}",NA
580,138,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,araceae,lemna,minuta,NA_unknown,NA_unknown,1,NA,NA,0.02,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.02]}",whole_organism,NA,25.85,NA,percent_dm,NA,NA,3.62,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,8.32759286,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160322.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20160322.LEMI.Q8""]}","{""sample date and time"":[""2016-03-22T16:27:00""]}"
581,138,1,Bryophyte,Benthic,photoautotroph,plantae,poales,poaceae,NA,NA,NA_unknown,NA_unknown,1,NA,NA,1.37,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.21]}",whole_organism,NA,39.72,NA,percent_dm,NA,NA,2.83,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,16.36780008,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160322.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20160322.POACEAE1.Q8""]}",NA
582,138,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.21,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.17]}",whole_organism,NA,30.61,NA,percent_dm,NA,NA,3.5,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,10.19912214,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160322.QUADRAT.Q08""],""chemSubsampleID"":[""ARIK.20160322.UNKFERN.Q8""]}",NA
598,143,1,Bryophyte,Benthic,photoautotroph,plantae,poales,poaceae,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.48,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.43]}",whole_organism,NA,40.55,NA,percent_dm,NA,NA,2.71,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,17.44974461,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150713.POACEAE2.Q9""]}",NA
599,143,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,alismataceae,sagittaria,NA,NA_unknown,NA_unknown,1,NA,NA,0.23,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.21]}",whole_organism,NA,39.71,NA,percent_dm,NA,NA,3.41,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,13.58041418,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150713.SAGITTERIA.Q9""]}",NA
600,143,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,1.94,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.68]}",whole_organism,NA,41.1,NA,percent_dm,NA,NA,3.21,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,14.93152951,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150713.THINSWORD.Q9""]}",NA
601,143,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,5.29,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[4.09]}",whole_organism,NA,34.08,NA,percent_dm,NA,NA,2.03,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,19.57812314,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150713.UNKFERN.Q9""]}",NA
602,144,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,10.38,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[8.96]}",whole_organism,NA,38.97,NA,percent_dm,NA,NA,2.5,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,18.17849414,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150928.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150928.BULRUSH.Q9""]}",NA
603,144,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.44,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.37]}",whole_organism,NA,43.17,NA,percent_dm,NA,NA,4.13,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,12.18988208,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150928.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150928.SPEAR.Q9""]}",NA
604,144,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,5.71,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[5.13]}",whole_organism,NA,44.57,NA,percent_dm,NA,NA,2.53,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,20.54421826,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150928.QUADRAT.Q09""],""chemSubsampleID"":[""ARIK.20150928.THINSWORD.Q9""]}",NA
614,149,1,Bryophyte,Benthic,photoautotroph,plantae,poales,poaceae,NA,NA,NA_unknown,NA_unknown,1,NA,NA,3.91,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[3.61]}",whole_organism,NA,38.56,NA,percent_dm,NA,NA,1.41,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,31.89226911,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150324.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20150324.POACEAE1.Q07""]}",NA
615,150,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.64,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.5]}",whole_organism,NA,34.47,NA,percent_dm,NA,NA,1.72,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,23.37116406,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20150713.BULRUSH.Q10""]}",NA
616,150,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,alismataceae,sagittaria,NA,NA_unknown,NA_unknown,1,NA,NA,1.71,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.42]}",whole_organism,NA,42.72,NA,percent_dm,NA,NA,3.95,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,12.61251384,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20150713.SAGITTERIA.Q10""]}",NA
617,150,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,34.81,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[27.8]}",whole_organism,NA,37.95,NA,percent_dm,NA,NA,2.28,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,19.41084496,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20150713.SPEAR.Q10""]}",NA
618,150,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,2.03,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.78]}",whole_organism,NA,40.04,NA,percent_dm,NA,NA,2.28,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,20.47984801,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20150713.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20150713.THINSWORD.Q10""]}",NA
619,151,1,Bryophyte,Benthic,photoautotroph,plantae,poales,poaceae,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.23,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.18]}",whole_organism,NA,39.36,NA,percent_dm,NA,NA,1.8,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,25.50058198,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160712.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20160712.POACEAE1.Q10""]}",NA
620,151,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,20.8,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[19.12]}",whole_organism,NA,41.54,NA,percent_dm,NA,NA,2.33,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,20.79112927,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20160712.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20160712.THINSWORD.Q10""]}",NA
621,152,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,potamogetonaceae,potamogeton,NA,NA_unknown,NA_unknown,1,NA,NA,26.34,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[22.12]}",whole_organism,NA,41.47,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.21,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,21.88312137,NA,NA,FALSE,-29.13,NA,7.55,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20170711.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20170711.POTAM.Q10""]}",NA
622,152,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,alismataceae,sagittaria,cuneata,NA_unknown,NA_unknown,1,NA,NA,6.83,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[5.69]}",whole_organism,NA,44.22,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,4.54,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,11.35874612,NA,NA,FALSE,-26.06,NA,4.83,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20170711.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20170711.SALA2.Q10""]}","{""sample date and time"":[""2017-07-11T20:50:00""]}"
623,152,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,alismataceae,sagittaria,cuneata,NA_unknown,NA_unknown,1,NA,NA,117.73,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[106.7]}",whole_organism,NA,42.43,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.62,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,30.54397283,NA,NA,FALSE,-29.65,NA,8.1,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20170711.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20170711.SCTA2.Q10""]}","{""sample date and time"":[""2017-07-11T20:50:00""]}"
624,152,1,Bryophyte,Benthic,photoautotroph,plantae,poales,typhaceae,sparganium,eurycarpum,NA_unknown,NA_unknown,1,NA,NA,8.52,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[7.35]}",whole_organism,NA,43.31,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.56,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,32.37658905,NA,NA,FALSE,-28.6,NA,12.92,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""ARIK.20170711.QUADRAT.Q10""],""chemSubsampleID"":[""ARIK.20170711.SPEU.Q10""]}","family was Sparganiaceae, {""sample date and time"":[""2017-07-11T20:50:00""]}"
643,160,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,3.62,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.7]}",whole_organism,NA,32.65,NA,percent_dm,NA,NA,1.52,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,25.04996395,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""COMO.20150901.MINI.Q04""],""chemSubsampleID"":[""COMO.20150901.MOSS.Q4""]}",NA
650,167,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.08,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.06]}",whole_organism,NA,35.93,NA,percent_dm,NA,NA,2.83,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,14.80601855,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""COMO.20150901.MINI.Q06""],""chemSubsampleID"":[""COMO.20150901.MOSS.Q6""]}",NA
651,168,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,2.4,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.89]}",whole_organism,NA,18.21,NA,percent_dm,NA,NA,1.38,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.38857363,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""COMO.20150901.MINI.Q08""],""chemSubsampleID"":[""COMO.20150901.MOSS.Q8""]}",NA
667,181,1,Bryophyte,Benthic,photoautotroph,plantae,marchantiales,marchantiaceae,marchantia,polymorpha,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,30.19,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,3.65,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,9.64578897,NA,NA,FALSE,-32.26,NA,3.25,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""REDB.20170713.MINI.Q9""],""chemSubsampleID"":[""REDB.20170713.MAPO16.Q9""]}","{""sample date and time"":[""2017-07-13T20:25:00""]}"
769,242,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,8.87,Dry,g,NA,whole_organism,NA,38.14,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.44,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,30.8877095,NA,NA,FALSE,-29.61,NA,12.45,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""OKSR.20160813.QUADRAT.Q6""],""chemSubsampleID"":[""OKSR.20160813.PLANT1.T6""]}",NA
770,242,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,10.02,Dry,g,NA,whole_organism,NA,34.49,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.43,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,28.12708103,NA,NA,FALSE,-31.45,NA,11.55,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""OKSR.20160813.QUADRAT.Q6""],""chemSubsampleID"":[""OKSR.20160813.PLANT_2.Q6""]}",NA
771,243,1,Bryophyte,Benthic,photoautotroph,plantae,grimmiales,grimmiaceae,schistidium,NA,NA_unknown,NA_unknown,1,NA,NA,0.47,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.24]}",whole_organism,NA,18.76,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.35,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,16.2056544,NA,NA,FALSE,-32.8,NA,11.95,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""OKSR.20170609.QUADRAT.Q9""],""chemSubsampleID"":[""OKSR.20170609.SCHIS4.Q9""]}",NA
772,244,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.41,Dry,g,NA,whole_organism,NA,36.26,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,0.9,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,46.984304,NA,NA,FALSE,-32.93,NA,17.61,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""OKSR.20160813.QUADRAT.Q10""],""chemSubsampleID"":[""OKSR.20160813.MOSS_2.Q10""]}",NA
773,245,1,Bryophyte,Benthic,photoautotroph,plantae,grimmiales,grimmiaceae,schistidium,NA,NA_unknown,NA_unknown,1,NA,NA,0.18,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.09]}",whole_organism,NA,12.22,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.07,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,13.31848837,NA,NA,FALSE,-34.41,NA,14.5,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""OKSR.20170609.QUADRAT.Q10""],""chemSubsampleID"":[""OKSR.20170609.SCHIS4.Q10""]}",NA
774,246,1,Bryophyte,Benthic,photoautotroph,plantae,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.56,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.44]}",whole_organism,NA,34.7,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,7.09,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,5.70756344,NA,NA,FALSE,-34.75,NA,2.29,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""TOOK.20170728.RAKE.P2""],""chemSubsampleID"":[""TOOK.20170728.MACROALGAE.P2""]}",NA
813,4672,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,4e-4,AFDM,g_L,NA,whole_organism,NA,334.2,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,21.91,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.37,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,17.78818246,2329.32931199,130.94813467,TRUE,-27.83,NA,4.99,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170419.SESTON.1""]}",NA
814,4673,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,342.65,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,31.38,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.7,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1/4e8f0e27-251f-40b1-b5ad-07fd1ca3ad9e,12.73401345,188.0091771,14.76433002,TRUE,-28.88,NA,2.68,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""HOPB.20170719.SESTON.1""]}",NA
